ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
3,Peru,"DEN 1,2,3,4",2016,Out,15,0.338533024,0.126,5573,19,15,47.41,31774,51,15065
3,Peru,"DEN 1,2,3,4",2016,Out,25,0.321431338,0.105,11937,27,25,81.27,31774,83,25822
3,Peru,"DEN 1,2,3,4",2016,Out,34,0.368776890,0.123,14374,34,34,87.05,31774,102,27659
3,Peru,"DEN 1,2,3,4",2016,Out,38,0.391166744,0.124,14694,35,38,88.50,31774,110,28121
3,Peru,"DEN 2,4",2018,Out,33,0.893284415,0.175,,11,33,19.26,32552,56,6269
3,Peru,"DEN 2,4",2018,Out,38,0.895241087,0.188,,12,38,19.56,32552,57,6367
3,Peru,"DEN 2,4",2018,Out,40,0.934283452,0.206,,13,40,19.40,32552,59,6315
3,Peru,"DEN 2,4",2018,Out,45,0.959158416,0.232,,15,45,19.86,32552,62,6464
3,Peru,"DEN 2,4",2018,Out,47,0.918836141,0.245,,16,47,20.06,32552,60,6530
3,Peru,"DEN 2,4",2018,Out,48,0.918836141,0.245,,16,47,20.06,32552,60,6530
3,Peru,"DEN 2,4",2018,Out,52,0.937950938,0.216,,15,52,21.29,32552,65,6930
3,Peru,"DEN 2,4",2018,Out,2,1.313320826,0.000,,0,2,1.64,32552,7,533
3,Peru,"DEN 2,4",2018,Out,7,0.954753010,0.125,,3,7,7.40,32552,23,2409
3,Peru,"DEN 2,4",2018,Out,9,0.885582713,0.106,,3,9,8.67,32552,25,2823
3,Peru,"DEN 2,4",2018,Out,14,1.016949153,0.156,,6,14,11.78,32552,39,3835
3,Peru,"DEN 2,4",2018,Out,19,0.872203261,0.152,,8,19,16.20,32552,46,5274
3,Peru,"DEN 2,4",2018,Out,21,0.853115727,0.148,,8,21,16.56,32552,46,5392
3,Peru,"DEN 2,4",2018,Out,26,0.900105895,0.159,,9,26,17.41,32552,51,5666
3,Peru,"DEN 2,4",2018,Out,28,0.855991944,0.151,,9,28,18.30,32552,51,5958
3,Peru,"DEN 1,2",2021,Out,12,0.361115124,0.087,11559,12,12,41.51,33359,50,13846
3,Peru,"DEN 1,2",2021,Out,19,0.298967627,0.079,17604,17,19,64.17,33359,64,21407
3,Peru,"DEN 1,2",2021,Out,38,0.277359771,0.080,27961,27,38,101.59,33359,94,33891
3,Peru,"DEN 1,2",2021,Out,7,0.373134328,0.090,6499,7,7,23.30,33359,29,7772
3,Peru,"DEN 1,2",2021,Out,26,0.285931449,0.072,22759,20,26,82.82,33359,79,27629
3,Peru,"DEN 1,2",2021,Out,45,0.291493906,0.075,32449,30,45,119.29,33359,116,39795
3,Peru,"DEN 1,2",2021,Out,52,0.290213906,0.079,38258,39,52,147.71,33359,143,49274
3,Peru,"DEN 1,2",2021,Out,14,0.359556134,0.081,13336,13,14,48.36,33359,58,16131
3,Peru,"DEN 1,2",2021,Out,33,0.271279482,0.073,25953,23,33,93.93,33359,85,31333
3,Peru,"DEN 1,2",2021,Out,2,0.244242847,0.070,2325,2,2,8.59,33359,7,2866
3,Peru,"DEN 1,2",2021,Out,21,0.328512309,0.090,19259,21,21,70.26,33359,77,23439
3,Peru,"DEN 1,2",2021,Out,40,0.270185717,0.082,28952,29,40,105.40,33359,95,35161
3,Peru,"DEN 1,2",2021,Out,3,0.273495773,0.075,3297,3,3,12.06,33359,11,4022
