Year,EW,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,
2020,6,2/8/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/9/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/10/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/11/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/12/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/13/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/14/2020,KE,Kenya,AFRO,0,0,0,0,
2020,7,2/15/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/16/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/17/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/18/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/19/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/20/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/21/2020,KE,Kenya,AFRO,0,0,0,0,
2020,8,2/22/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/23/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/24/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/25/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/26/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/27/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/28/2020,KE,Kenya,AFRO,0,0,0,0,
2020,9,2/29/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/1/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/2/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/3/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/4/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/5/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/6/2020,KE,Kenya,AFRO,0,0,0,0,
2020,10,3/7/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/8/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/9/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/10/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/11/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/12/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/13/2020,KE,Kenya,AFRO,0,0,0,0,
2020,11,3/14/2020,KE,Kenya,AFRO,5,5,0,0,
