name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lima, Peru",1/1/2020,25,20.9,22.4,25,20.9,22.4,19.4,83.72,0,,0,,,,,27.7,167.5,1016.2,58.1,10,,,,,2020-01-01T05:46:59,2020-01-01T18:36:03,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/2/2020,26.9,20.5,22.8,28.1,20.5,22.9,19.2,80.72,0,,0,,,,,24.1,171.2,1016,77.2,9.8,,,,,2020-01-02T05:47:33,2020-01-02T18:36:25,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/3/2020,25.8,20.9,22.7,25.8,20.9,22.7,18.7,78.83,0,,0,,,,,31.3,161.2,1015.9,45.5,10,,,,,2020-01-03T05:48:06,2020-01-03T18:36:47,0.26,Partially cloudy,Partly cloudy throughout the day.,wind,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/4/2020,26.1,20.9,22.8,26.1,20.9,22.8,19.9,84.4,0.2,,4.17,,,,,22.3,170.3,1017.3,71.7,9.9,,,,,2020-01-04T05:48:40,2020-01-04T18:37:08,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/5/2020,26.9,20.9,22.9,28.1,20.9,23,19.5,81.77,0,,0,,,,,27.3,166.2,1017.2,54.3,10,,,,,2020-01-05T05:49:13,2020-01-05T18:37:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/6/2020,25.1,19.9,22.4,25.1,19.9,22.5,19.2,82.52,0,,0,,,,,25.9,168.8,1017.3,38.9,10,,,,,2020-01-06T05:49:47,2020-01-06T18:37:48,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/7/2020,28.3,20.9,23.6,30.2,20.9,23.8,19.3,77.44,0,,0,,,,,22,171,1015.8,53.6,10,,,,,2020-01-07T05:50:21,2020-01-07T18:38:06,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/8/2020,25.1,21.8,23.2,25.1,21.8,23.2,19.9,82.3,0,,0,,,,,33.1,163,1016.7,61.8,9.8,,,,,2020-01-08T05:50:54,2020-01-08T18:38:23,0.47,Partially cloudy,Clearing in the afternoon.,wind,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/9/2020,25.4,21.4,22.9,25.4,21.4,22.9,20,84.17,0.4,,4.17,,,,,32.9,160,1014.4,77.6,10,,,,,2020-01-09T05:51:28,2020-01-09T18:38:40,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/10/2020,25,20.9,22.5,25,20.9,22.5,19.6,84.18,0.6,,8.33,,,,,36.5,172.7,1011.7,70.1,9.8,,,,,2020-01-10T05:52:01,2020-01-10T18:38:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/11/2020,24.1,20.9,22.4,24.1,20.9,22.4,19.1,81.61,0.6,,4.55,,,,,21.9,205.8,1011.5,62.9,10,,,,,2020-01-11T05:52:35,2020-01-11T18:39:10,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/12/2020,25,19.8,22.2,25,19.8,22.2,19.1,83.26,0,,0,,,,,22,190.5,1011.8,59,9.7,,,,,2020-01-12T05:53:08,2020-01-12T18:39:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/13/2020,24.1,15.2,20.6,24.1,15.2,20.6,19.1,87.41,0.5,,4.17,,,,,16.3,194,1013.3,44.8,9.7,,,,,2020-01-13T05:53:41,2020-01-13T18:39:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/14/2020,25,19.9,21.8,25,19.9,21.8,19,84.28,0.6,,12.5,,,,,16.4,227.8,1012.7,65.4,9.3,,,,,2020-01-14T05:54:13,2020-01-14T18:39:48,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/15/2020,26.9,20.7,23,28.1,20.7,23.2,19.1,79.54,9.9,,8.33,,,,,18,198.2,1014.3,40.1,10,,,,,2020-01-15T05:54:46,2020-01-15T18:39:58,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/16/2020,24,20.5,22.1,24,20.5,22.1,19.8,86.92,0.6,,4.17,,,,,33,169.3,1012.6,74,9,,,,,2020-01-16T05:55:18,2020-01-16T18:40:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/17/2020,26,20.7,22.7,26,20.7,22.7,19.4,82.19,0,,0,,,,,29.1,162.5,1011.3,70.7,9.4,,,,,2020-01-17T05:55:50,2020-01-17T18:40:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/18/2020,24.1,20.9,22.4,24.1,20.9,22.4,19.6,84.45,0,,0,,,,,22,164,1011.7,95.3,9.8,,,,,2020-01-18T05:56:22,2020-01-18T18:40:24,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/19/2020,26.9,21.9,23.5,28.4,21.9,23.6,19.2,77.45,1,,4.17,,,,,27.3,164.7,1013.1,65.4,10,,,,,2020-01-19T05:56:53,2020-01-19T18:40:30,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/20/2020,25.9,20.9,23.2,25.9,20.9,23.2,19.7,81.31,1,,4.17,,,,,23.8,169.2,1014.3,57.3,9.9,,,,,2020-01-20T05:57:24,2020-01-20T18:40:35,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/21/2020,27.8,20.7,22.8,29.5,20.7,22.8,20.6,88.05,0.6,,12.5,,,,,18,182.2,1015.9,76.5,9.3,,,,,2020-01-21T05:57:54,2020-01-21T18:40:40,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/22/2020,25.8,20.9,23.2,25.8,20.9,23.2,19.9,82.06,0.2,,8.33,,,,,11.1,237.3,1016.9,83.8,9.2,,,,,2020-01-22T05:58:24,2020-01-22T18:40:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/23/2020,29.9,22.7,25.5,31.7,22.7,25.9,19.6,70.24,0.2,,8.33,,,,,16.4,190.3,1017.8,85.5,10,,,,,2020-01-23T05:58:53,2020-01-23T18:40:45,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/24/2020,28.8,22.8,25.1,30.5,22.8,25.4,20,73.7,1.1,,16.67,,,,,22,178.5,1018.5,72,10,,,,,2020-01-24T05:59:23,2020-01-24T18:40:46,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/25/2020,28.1,22.5,24.6,30.2,22.5,25.1,20.8,79.63,2.3,,12.5,,,,,29,174.8,1019.6,57.7,10,,,,,2020-01-25T05:59:51,2020-01-25T18:40:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/26/2020,27.8,20.9,23.5,29.9,20.9,23.7,20.7,84.75,0.5,,12.5,,,,,34.6,179,1018.4,36.4,10,,,,,2020-01-26T06:00:19,2020-01-26T18:40:44,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/27/2020,26.9,14.6,23.3,28.7,14.6,23.3,20.8,84.46,0.2,,4.17,,,,,25.4,170.7,1017.1,59.3,9.6,,,,,2020-01-27T06:00:47,2020-01-27T18:40:42,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/28/2020,26.8,22.5,24.2,28.6,22.5,24.3,21.3,84,2,,8.33,,,,,23.7,166.6,1017.4,96.5,10,,,,,2020-01-28T06:01:14,2020-01-28T18:40:39,0.06,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/29/2020,28.6,22.5,24.9,30.5,22.5,25.3,20.8,78.61,0.6,,16.67,,,,,25.4,172.3,1017.2,49.1,10,,,,,2020-01-29T06:01:40,2020-01-29T18:40:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/30/2020,26.9,20.9,23.5,28.7,20.9,23.6,21.1,86.95,0.1,,4.17,,,,,23.7,168.8,1017.6,54,8.8,,,,,2020-01-30T06:02:06,2020-01-30T18:40:29,0.13,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",1/31/2020,26,21.9,23.7,26,21.9,23.7,21,85.55,0.2,,8.33,,,,,29,169.7,1015.5,69.9,10,,,,,2020-01-31T06:02:32,2020-01-31T18:40:22,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/1/2020,26.5,21.9,23.8,26.5,21.9,23.8,20.8,83.71,2.2,,4.17,,,,,22.3,182.2,1015.8,65.1,10,,,,,2020-02-01T06:02:56,2020-02-01T18:40:15,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/2/2020,26.9,21.9,23.7,28.7,21.9,23.9,20.8,84.07,0.2,,4.17,,,,,21.9,174.8,1015.9,39.7,9.8,,,,,2020-02-02T06:03:21,2020-02-02T18:40:06,0.27,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/3/2020,24.6,20.9,22.8,24.6,20.9,22.8,20.3,86.03,5.1,,16.67,,,,,21.9,186.5,1016.3,65.8,9,,,,,2020-02-03T06:03:44,2020-02-03T18:39:56,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/4/2020,26,17.6,22.8,26,17.6,22.8,20.1,84.09,0.7,,8.33,,,,,23.7,185.3,1014.8,71.2,10,,,,,2020-02-04T06:04:07,2020-02-04T18:39:45,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/5/2020,26.6,20.9,22.9,26.6,20.9,22.9,20,84.47,0.4,,4.17,,,,,23.7,181.9,1014,51.5,10,,,,,2020-02-05T06:04:29,2020-02-05T18:39:33,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/6/2020,27.9,20.9,23.7,29.5,20.9,23.9,19.9,80.26,0.5,,4.17,,,,,16.3,196.8,1014.8,42.1,9.3,,,,,2020-02-06T06:04:51,2020-02-06T18:39:21,0.45,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/7/2020,25.9,20.7,23.4,25.9,20.7,23.4,20.7,85.18,0,,0,,,,,14.6,240,1015.4,36,9.6,,,,,2020-02-07T06:05:12,2020-02-07T18:39:07,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/8/2020,26.9,21.9,23.7,28.7,21.9,23.8,20.5,82.9,0.1,,4.17,,,,,20.1,190,1016,56.4,9.8,,,,,2020-02-08T06:05:33,2020-02-08T18:38:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/9/2020,25.9,21.7,23.2,25.9,21.7,23.2,20.2,83.69,0.8,,8.33,,,,,22,185.5,1016.7,67.1,10,,,,,2020-02-09T06:05:53,2020-02-09T18:38:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/10/2020,25,21.7,22.9,25,21.7,22.9,20,83.51,0.2,,4.17,,,,,22,174.6,1016,58.1,9.9,,,,,2020-02-10T06:06:12,2020-02-10T18:38:19,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/11/2020,26.2,21.5,23.4,26.2,21.5,23.4,20,81.62,0.5,,4.17,,,,,25.4,177.7,1013.9,50.3,9.7,,,,,2020-02-11T06:06:31,2020-02-11T18:38:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/12/2020,26,21.9,23.4,26,21.9,23.4,19.9,81.12,0,,0,,,,,27.3,169.5,1013.4,56,10,,,,,2020-02-12T06:06:49,2020-02-12T18:37:43,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/13/2020,26.5,21.9,23.8,26.5,21.9,23.8,19.4,77.02,1.2,,8.33,,,,,25.4,168,1013.8,59.7,10,,,,,2020-02-13T06:07:06,2020-02-13T18:37:24,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/14/2020,26.9,21.9,23.6,28.7,21.9,23.8,20.4,82.83,2.9,,4.17,,,,,25.4,175.4,1014.3,35.2,9.8,,,,,2020-02-14T06:07:23,2020-02-14T18:37:03,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/15/2020,28.2,20.9,24,30.1,20.9,24.4,20.4,81.25,1,,8.33,,,,,20.3,170.7,1013.4,39.7,10,,,,,2020-02-15T06:07:39,2020-02-15T18:36:42,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/16/2020,27.9,22.7,24.7,29.7,22.7,25.2,20.6,78.25,1.8,,8.33,,,,,32.9,168.8,1012.3,41.3,10,,,,,2020-02-16T06:07:55,2020-02-16T18:36:20,0.78,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/17/2020,27,22.5,24.6,28.8,22.5,24.9,21,80.66,1.1,,8.33,,,,,23.9,166.4,1011.2,19.6,10,,,,,2020-02-17T06:08:10,2020-02-17T18:35:57,0.84,Rain,Clear conditions throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/18/2020,27.9,21.9,24.4,30.1,21.9,24.7,21.3,83.47,4.1,,4.17,,,,,21.9,177.8,1012.1,37.6,9.9,,,,,2020-02-18T06:08:24,2020-02-18T18:35:33,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/19/2020,27.2,22.9,24.4,28.8,22.9,24.7,21.2,82.7,0.4,,8.33,,,,,31.2,172.3,1013.3,69.1,10,,,,,2020-02-19T06:08:38,2020-02-19T18:35:08,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/20/2020,27.9,22.9,24.7,30.4,22.9,25.1,21.5,83.1,0,,0,,,,,21.9,173.1,1013.4,45.4,10,,,,,2020-02-20T06:08:51,2020-02-20T18:34:43,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/21/2020,29.2,22.9,25.4,31.3,22.9,26.2,21.2,78.34,0.3,,4.17,,,,,20.3,180.8,1016.5,49.1,10,,,,,2020-02-21T06:09:04,2020-02-21T18:34:17,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/22/2020,28.8,22.5,24.7,31.8,22.5,25.1,21.4,82.76,0.4,,8.33,,,,,18,184.9,1016.8,52.3,10,,,,,2020-02-22T06:09:16,2020-02-22T18:33:50,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/23/2020,28.9,22.9,25.4,31.2,22.9,26.1,21.1,77.8,0.4,,12.5,,,,,22,174.9,1016.8,66.2,10,,,,,2020-02-23T06:09:28,2020-02-23T18:33:22,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/24/2020,27.5,22.9,24.9,29.7,22.9,25.5,21.3,80.88,0.1,,4.17,,,,,22.1,174.6,1016.8,52.3,9.8,,,,,2020-02-24T06:09:39,2020-02-24T18:32:54,0,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/25/2020,27.9,22.8,24.7,30,22.8,25,20.9,79.47,0,,0,,,,,29,168.3,1016.3,51.5,10,,,,,2020-02-25T06:09:49,2020-02-25T18:32:25,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/26/2020,26.9,22.9,24.6,28.7,22.9,24.7,20.9,80.44,0,,0,,,,,29,166.3,1016.3,33.1,10,,,,,2020-02-26T06:09:59,2020-02-26T18:31:56,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/27/2020,28.9,22.5,24.9,31.3,22.5,25.4,20.8,79.12,0,,0,,,,,23.7,177.1,1016.2,44.2,9.9,,,,,2020-02-27T06:10:09,2020-02-27T18:31:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/28/2020,29.8,23.5,25.6,31.8,23.5,26.1,20.6,74.82,0,,0,,,,,23.8,178.9,1016.6,55.2,10,,,,,2020-02-28T06:10:18,2020-02-28T18:30:54,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",2/29/2020,26.9,22.5,24.1,28.7,22.5,24.4,20.7,81.71,0.7,,8.33,,,,,20.3,172.4,1016.3,70.7,10,,,,,2020-02-29T06:10:26,2020-02-29T18:30:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/1/2020,27.7,22.7,24.2,29,22.7,24.5,20.3,79.52,0.8,,8.33,,,,,23.8,166.3,1016.3,76.1,10,,,,,2020-03-01T06:10:35,2020-03-01T18:29:51,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/2/2020,27.9,22.5,25,30.1,22.5,25.5,20.3,75.68,2.9,,12.5,,,,,23.7,164.9,1015.2,36,10,,,,,2020-03-02T06:10:42,2020-03-02T18:29:19,0.23,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/3/2020,28,22.9,25,30.1,22.9,25.4,20.2,75.1,0.8,,8.33,,,,,25.4,166.1,1013.7,13.1,10,,,,,2020-03-03T06:10:49,2020-03-03T18:28:45,0.28,Rain,Clear conditions throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/4/2020,28.9,22.4,24.6,30.7,22.4,24.8,19.9,75.62,0.9,,4.17,,,,,20.1,189.7,1013.9,9.4,10,,,,,2020-03-04T06:10:56,2020-03-04T18:28:12,0.34,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/5/2020,27.9,21.7,24.2,29.6,21.7,24.6,19.9,77.86,0.8,,4.17,,,,,18.2,194,1014.9,19.2,10,,,,,2020-03-05T06:11:03,2020-03-05T18:27:38,0.38,Rain,Clear conditions throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/6/2020,27.1,20.9,23.8,28.6,20.9,23.8,20,80.01,0.3,,4.17,,,,,18.4,228,1015.3,31.9,10,,,,,2020-03-06T06:11:09,2020-03-06T18:27:04,0.43,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/7/2020,27.9,20.9,24,29.2,20.9,24.2,19.8,78.45,0.1,,4.17,,,,,22,195.8,1014.9,32.5,10,,,,,2020-03-07T06:11:14,2020-03-07T18:26:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/8/2020,28.9,22.4,24.9,29.9,22.4,25.2,19.3,72.34,0.9,,4.17,,,,,27.3,170.6,1013.7,55.1,10,,,,,2020-03-08T06:11:20,2020-03-08T18:25:54,0.49,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/9/2020,28.9,21.9,25,30.2,21.9,25.4,19.4,72.1,0,,0,,,,,27.7,168.4,1015.4,13.1,10,,,,,2020-03-09T06:11:25,2020-03-09T18:25:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/10/2020,27.9,21.9,24.8,29.6,21.9,25.2,19.9,75.34,0,,0,,,,,23.9,177.5,1014,14.9,9.7,,,,,2020-03-10T06:11:30,2020-03-10T18:24:42,0.51,Clear,Clear conditions throughout the day.,clear-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/11/2020,28.9,12.2,23.2,30.7,12.2,23.7,20,73.67,0,,0,,,,,20.3,169.3,1013.8,4.9,9.8,,,,,2020-03-11T06:11:34,2020-03-11T18:24:06,0.53,Clear,Clear conditions throughout the day.,clear-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/12/2020,28.9,22.7,24.9,31.2,22.7,25.5,20.8,78.48,2,,12.5,,,,,18.2,185.4,1013.7,30.3,10,,,,,2020-03-12T06:11:38,2020-03-12T18:23:29,0.56,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/13/2020,27.9,13.2,24.1,30,13.2,24.5,20.6,76.93,0.7,,12.5,,,,,25.5,176.8,1016.2,27.8,10,,,,,2020-03-13T06:11:42,2020-03-13T18:22:52,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/14/2020,27.9,13.7,23,29.5,13.7,23.3,20,72.78,0.3,,4.17,,,,,29,156.3,1016.6,13.5,10,,,,,2020-03-14T06:11:45,2020-03-14T18:22:15,0.65,Rain,Clear conditions throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/15/2020,27.2,22.3,24.1,28.7,22.3,24.4,20.4,80.58,0.1,,4.17,,,,,29,177.4,1016.6,56,10,,,,,2020-03-15T06:11:49,2020-03-15T18:21:38,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/16/2020,26.8,20.9,23.6,28.3,20.9,23.7,20.3,82.54,0,,0,,,,,25.4,175.5,1016.1,47.8,9.3,,,,,2020-03-16T06:11:52,2020-03-16T18:21:01,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/17/2020,27.8,21.7,24,29.1,21.7,24.2,19.8,78.19,1,,8.33,,,,,25.5,169.1,1016.6,47.4,10,,,,,2020-03-17T06:11:55,2020-03-17T18:20:23,0.81,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/18/2020,27.9,21.9,24.5,29.5,21.9,24.9,19.6,74.84,0.8,,4.17,,,,,29,173.7,1017.3,15.5,10,,,,,2020-03-18T06:11:58,2020-03-18T18:19:45,0.86,Rain,Clear conditions throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/19/2020,26.9,21.9,23.9,28.7,21.9,24.1,20.5,81.41,0.1,,4.17,,,,,27.3,163.9,1018.4,47.8,9.9,,,,,2020-03-19T06:12:00,2020-03-19T18:19:07,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/20/2020,27.2,21.9,23.8,28.9,21.9,24,20.6,82.67,0.3,,8.33,,,,,20.2,183,1018,68.7,10,,,,,2020-03-20T06:12:03,2020-03-20T18:18:29,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/21/2020,30.3,21.4,25.1,31.7,21.4,25.6,19.8,73.63,0.7,,4.17,,,,,21.9,171.8,1017.8,25.8,10,,,,,2020-03-21T06:12:05,2020-03-21T18:17:51,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/22/2020,29.8,21.9,25.1,30.7,21.9,25.4,18.9,70.02,1.2,,8.33,,,,,22.3,171.6,1017.4,23,10,,,,,2020-03-22T06:12:07,2020-03-22T18:17:13,0.99,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/23/2020,26.9,21.8,24,28.4,21.8,24.1,20.1,79.41,0.1,,4.17,,,,,38.3,167.5,1017.6,38.2,9.3,,,,,2020-03-23T06:12:10,2020-03-23T18:16:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/24/2020,25,21.8,23.1,25,21.8,23.1,20,83.04,0,,0,,,,,24.1,173.3,1017.1,63.8,10,,,,,2020-03-24T06:12:12,2020-03-24T18:15:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"8,462,809,999,984,600,000,000"
"Lima, Peru",3/25/2020,25.5,21.7,22.8,25.5,21.7,22.8,19.8,83.7,0.7,,4.17,,,,,20.5,167.8,1015.6,80.4,9.8,,,,,2020-03-25T06:12:14,2020-03-25T18:15:18,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"8,462,809,999,984,600,000,000"
