name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Salvador, Brazil",1/11/2020,31.1,25.1,27.5,36.1,25.1,29.5,22.8,75.78,0,,0,,,,,24.1,86.5,1012.8,11.3,11.3,,,0,,2020-01-11T05:16:55,2020-01-11T18:06:43,0.51,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/12/2020,32.1,25.6,28.2,37.9,25.6,30.9,23.2,74.93,0,,0,,,,,16.6,88.1,1013.2,9.7,11.5,,,0,,2020-01-12T05:17:29,2020-01-12T18:06:55,0.52,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/13/2020,32.1,25,28,36.8,25,30.4,22.7,73.69,0,,0,,,,,21.9,98.7,1012.6,13.3,11.5,,,0,,2020-01-13T05:18:02,2020-01-13T18:07:07,0.55,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/14/2020,31.1,24.7,27.9,34.7,24.7,29.5,21.5,69.21,0,,0,,,,,14.8,121.7,1012.3,4.2,11.7,,,0,,2020-01-14T05:18:36,2020-01-14T18:07:18,0.59,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/15/2020,32,24.7,28,35.8,24.7,30,21.7,69.04,0,,0,,,,,7.6,98,1012.7,1,11.7,,,0,,2020-01-15T05:19:09,2020-01-15T18:07:28,0.64,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/16/2020,31.6,24.2,28.1,35.7,24.2,30.1,22.1,71,0,,0,,,,,13,78.5,1014.2,7.8,11.7,,,0,,2020-01-16T05:19:42,2020-01-16T18:07:37,0.69,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/17/2020,30.1,25,27.2,34.1,25,28.8,22.1,74.29,0,,0,,,,,8.8,99.3,1014,4.3,11.7,,,0,,2020-01-17T05:20:15,2020-01-17T18:07:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/18/2020,32,25,28.2,35.6,25,30.1,21.8,68.97,0,,0,,,,,9.4,101.2,1014.4,6.2,11.7,,,0,,2020-01-18T05:20:48,2020-01-18T18:07:51,0.81,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/19/2020,31.6,23.8,27.6,35.5,23.8,29.5,22,72.61,0,,0,,,,,7.6,110.9,1013,2.4,11.6,,,0,,2020-01-19T05:21:20,2020-01-19T18:07:56,0.86,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/20/2020,32,24,28,38.2,24,29.9,21.7,69.43,0,,0,,,,,17.8,80.6,1011,6.4,11.7,,,0,,2020-01-20T05:21:52,2020-01-20T18:08:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/21/2020,30.5,25,27.4,33.5,25,29.2,22,72.77,0,,0,,,,,13,133.8,1009.3,7.4,11.7,,,0,,2020-01-21T05:22:23,2020-01-21T18:08:04,0.95,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/22/2020,27.1,23.1,25.2,30,23.1,25.5,22.5,85.56,0,,0,,,,40.7,26.6,128,1010,19.5,8.8,,,0,,2020-01-22T05:22:54,2020-01-22T18:08:06,0.98,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/23/2020,26.7,23.7,25.1,29.4,23.7,25.2,22.9,87.84,0,,0,,,,,9.4,89.9,1010.9,17.9,9.5,,,0,,2020-01-23T05:23:25,2020-01-23T18:08:07,0.99,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
"Salvador, Brazil",1/24/2020,29.9,23.7,26.6,37.1,23.7,28.8,23.6,84.26,0,,0,,,,,25.9,68.5,1011.2,14.1,11.1,,,0,,2020-01-24T05:23:55,2020-01-24T18:08:07,1,Clear,Clear conditions throughout the day.,clear-day,"83248099999,86657099999,SBSV,86678099999"
